location,city,state,city_primary,audience_segment,creative_size,creative_messaging,state_raw,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>The Changing Consumer>Virtual Events,320x50,10% Discount - Ends 6/1,Florida,yahoo.com,Google Ad Manager,Smartphone,571090,1541,246243,532325,11,4733.618783
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Beauty and Fitness>Beauty Pageants,300x250,Sign up Today - 10% Off,Illinois,yahoo.com,BidSwitch,Apple PC,7584,40,3093,6897,2,4467.080758
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Online Behavior>United States>Autos and Vehicles>Brands>Aston Martin,300x250,Subscribe Today - 10% Discount,Florida,yahoo.com,Google Ad Manager,Windows PC,84460,209,13169,26688,1,4279.230955
"Charleston, South Carolina",Charleston,South Carolina,Charleston,US>Reach>Propensity Models>Hobbies and Interest>Books>E-Book Reader,300x250,10% Discount - Ends 6/1,South Carolina,yahoo.com,Magnite DV+,Smartphone,90123,60,33421,66729,9,3433.914287
"New York City, New York",New York City,New York,New York City,US>AUTO>Decision Maker for Auto Purchase>I was the sole decision-maker,300x250,Subscribe Today - 10% Discount,New York,yahoo.com,Google Ad Manager,Smartphone,1116343,3104,550519,977978,9,2494.217596
"Ft. Wayne, Indiana",Ft. Wayne,Indiana,Ft. Wayne,US>B2B>B2B Decision Maker Responsibilities>Purchasing Vehicles or Automobile Services,300x250,Subscribe Today - 10% Discount,Indiana,yahoo.com,PubMatic,Smartphone,276716,799,114927,255481,49,2276.277471
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Media and Entertainment>Audio and Video Streaming>Streaming Video>Interest (Affinity)>Streaming Services,300x250,Sign up Today - 10% Off,Florida,yahoo.com,Google Ad Manager,Apple PC,17049,84,191,15564,15,2144.489587
"Los Angeles, California",Los Angeles,California,Los Angeles,Mobile>US>Demographics>Education>High Education Achievement,300x250,Sign up Today - 10% Off,California,yahoo.com,Google Ad Manager,Windows PC,74164,241,25104,61242,19,1902.301443
"Chicago, Illinois",Chicago,Illinois,Chicago,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Individual Sports,320x50,Subscribe Today - 10% Discount,Illinois,yahoo.com,TripleLift,Smartphone,37227,130,13542,32456,4,1901.094691
"Los Angeles, California",Los Angeles,California,Los Angeles,US>Interest Propensities>TV and Movies>Drama,300x250,10% Discount - Ends 6/1,California,yahoo.com,PubMatic,Smartphone,556152,1867,221833,480882,7,1818.100044
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Interest Propensities>Insurance>Transamerica,300x250,Sign up Now - 10% Off,Illinois,yahoo.com,Google Ad Manager,Apple PC,598460,1654,201153,557263,13,1689.744507
"Chicago, Illinois",Chicago,Illinois,Chicago,Media & Entertainment,300x250,Subscribe Today - 10% Discount,Illinois,yahoo.com,Google Ad Manager,Smartphone,421110,984,212140,389474,4,1635.920216
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,US>Brand Propensities>Apparel>The Men's Wearhouse Buyer Propensity,300x250,Sign up Now - 10% Off,Florida,yahoo.com,BidSwitch,Windows PC,59296,170,25482,54149,4,1568.715259
"Lafayette, Indiana",Lafayette,Indiana,Lafayette,Travel and Tourism>Interest (Affinity)>Products>Air Travel,300x250,10% Discount - Ends 6/1,Indiana,yahoo.com,BidSwitch,Windows PC,307888,863,134959,274790,11,1559.643865
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,OnAudience>Interest>Technology & Computing>Entertainment,300x250,Sign up Today - 10% Off,Florida,yahoo.com,BidSwitch,Smartphone,85965,233,33865,78662,3,1555.534812
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Brand Propensities>Restaurants and Dining>Seamless Buyer Propensity,300x250,Sign up Now - 10% Off,Florida,yahoo.com,BidSwitch,Smartphone,335664,852,148742,313071,25,1542.500216
"Ft. Wayne, Indiana",Ft. Wayne,Indiana,Ft. Wayne,Mobile>US>Sports>Motor Sports>NASCAR,320x50,Sign up Now - 10% Off,Indiana,yahoo.com,Google Ad Manager,Smartphone,74516,200,23985,63853,24,1523.783909
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Reach>Propensity Models>Hobbies and Interest>Food and Drinks>Coffee Connoisseurs,320x50,10% Discount - Ends 6/1,Florida,yahoo.com,Google Ad Manager,Smartphone,263752,702,127042,225121,4,1465.51471
"Lafayette, Indiana",Lafayette,Indiana,Lafayette,US>Demographic>Family>Households with 2 Adults,320x50,10% Discount - Ends 6/1,Indiana,yahoo.com,BidSwitch,Smartphone,507889,823,176329,450103,78,1440.7453619999999
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>Interest Propensities>Brands>Big Box Retail,320x50,Sign up Today - 10% Off,Florida,yellowpages.com,Google Ad Manager,Smartphone,61474,250,31245,49089,15,2189.341349
"San Francisco, California",San Francisco,California,San Francisco,Travel and Tourism>Interest (Affinity),320x50,Subscribe Today - 10% Discount,California,yellowpages.com,Google Ad Manager,Smartphone,14890,60,6248,11493,6,1982.416484
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Brand Propensities>Media and Entertainment>pokerstars.net Buyer Propensity,300x250,10% Discount - Ends 6/1,Illinois,yellowpages.com,Index Exchange,Smartphone,61227,174,10434,53104,8,1919.553678
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Shopping>Pet Food>Dog,320x50,Subscribe Today - 10% Discount,Illinois,yourdailysportfix.com,Google Ad Manager,Smartphone,18516,68,8191,13641,13,5087.561715
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>B2B>Occupation>Architect,300x250,Subscribe Today - 10% Discount,Florida,yourdailysportfix.com,Google Ad Manager,Smartphone,11420,67,4647,9909,9,3804.64417
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Validated Demographic>Gender>Female,300x50,Subscribe Today - 10% Discount,Florida,yourroyals.com,Google Ad Manager,Smartphone,10906,46,4735,6390,3,5694.27094
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Beauty and Fitness>Face and Body Care>Make-Up and Cosmetics,300x250,10% Discount - Ends 6/1,California,zdnet.com,BidSwitch,Apple PC,7585,13,5396,7417,24,7082.653802
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Multibuyer Behaviors>Club>Continuity Buyers,320x50,Subscribe Today - 10% Discount,Florida,zdnet.com,Index Exchange,Smartphone,12692,105,9048,12326,14,1541.719598
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Travel>Tourist Destinations>Theme Parks,320x50,Sign up Now - 10% Off,California,zillow.com,Google Ad Manager,Smartphone,318269,914,33355,295405,44,7854.731991
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Food and Drink>Beverages>Beer,300x250,10% Discount - Ends 6/1,Illinois,zillow.com,Index Exchange,Apple PC,26212,77,12726,24442,15,6452.93501
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Arts and Entertainment>Events and Listings>Expos and Conventions,300x250,Subscribe Today - 10% Discount,California,zillow.com,Google Ad Manager,Apple PC,20833,87,1777,17211,9,5542.512181
"South Bend-Elkhart, Indiana",South Bend-Elkhart,Indiana,South Bend,"US>Reach>Sociodemographic>Household Income>$50,000-$74,999",320x50,Sign up Now - 10% Off,Indiana,zillow.com,PubMatic,Smartphone,14181,65,7106,13189,17,2912.467156
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>Brand Propensities>Automotive>Ford Credit Buyer Propensity,320x50,Subscribe Today - 10% Discount,Florida,zillow.com,Google Ad Manager,Smartphone,304377,801,27519,270098,63,1595.48714
"New York City, New York",New York City,New York,New York City,US Technology>Social Media>Likely Behavior>Heavy Facebook User,300x250,10% Discount - Ends 6/1,New York,zillow.com,Google Ad Manager,Smartphone,312206,841,35661,292992,5,1550.938318
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>B2B>B2B Decision Maker Responsibilities>Real Estate Services,300x250,10% Discount - Ends 6/1,Florida,zillow.com,BidSwitch,Smartphone,9790,24,1295,9196,2,1532.148881
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,Transactional>Q3 Fashion Shoppers,300x50,Sign up Today - 10% Off,Michigan,zillow.com,Taboola,Smartphone,130602,269,11736,113735,4,1507.84712
"Chicago, Illinois",Chicago,Illinois,Chicago,"Lotame>Style, Fashion & Clothing>Men's Clothing Shoppers",320x50,Sign up Today - 10% Off,Illinois,zone.msn.com,PubMatic,Smartphone,10903,35,3776,9581,2,1460.009754
